"Gene_Name","logFC","PValue","FDR"
"DZANK1",0.943797893882742,1.68946911319994e-14,5.4923514557388e-13
"SLC12A6",1.34528827468807,1.72496952675569e-14,5.5928466757124e-13
"CHD7",1.03051100997243,1.77264892221671e-14,5.73219178003818e-13
"MRPL15",1.58787351211328,1.83663676859634e-14,5.9233965200947e-13
"ADGRA3",1.49636380651491,1.85876976765754e-14,5.97896101253644e-13
"FBN3",1.11549528980835,1.873738320861e-14,6.01124838674118e-13
"SF3A2",1.05788482752537,1.88599005880473e-14,6.03467317766102e-13
"NBR1",1.81597444034369,1.91286383514402e-14,6.10463953252376e-13
"GEMIN5",-1.73821516182413,1.97785876967316e-14,6.29558126921291e-13
"SLC35A1",-1.10527246777846,2.01386495804791e-14,6.39349679780261e-13
"ZFPL1",1.67260107387612,2.03907588878216e-14,6.45672056107618e-13
"AGO1",-1.1111985141543,2.13037605675959e-14,6.72834572744979e-13
"CHMP4B",-1.29228675145604,2.15754842858319e-14,6.796556303064e-13
"SLC44A2",1.12168808201045,2.16575825427479e-14,6.80483476233608e-13
"LAMB1",-1.29011747427458,2.17895311868905e-14,6.82869343700212e-13
"SLC35F2",0.958022024389423,2.24902805258268e-14,7.0302310228296e-13
"NEK8",1.04083139947823,2.33637616929053e-14,7.27566424039955e-13
"TMED2",0.924403756361261,2.33948025776115e-14,7.27566424039955e-13
"ZCCHC17",1.04658894114574,2.46870251501683e-14,7.65800314518326e-13
"TPT1",6.55322957904708,2.52554004332757e-14,7.81443113406253e-13
"C1QTNF1",1.01435934669679,2.61829749454253e-14,8.08092778632102e-13
"CDX2",1.09498814677558,2.67813625463159e-14,8.24473714146812e-13
"BORCS7",-0.904554386405748,2.80190323257484e-14,8.60403080814102e-13
"CASKIN2",3.38149289047327,2.91297481568666e-14,8.92263215528545e-13
"ZNF324B",1.0009446253934,3.03454915199028e-14,9.26302732684624e-13
"PHLDA2",-1.22116225903206,3.04650401076891e-14,9.26302732684624e-13
"DYNC1LI2",0.978197817691302,3.04689849730567e-14,9.26302732684624e-13
"BBIP1",-1.38511404159659,3.31798730477452e-14,1.00620853812204e-12
"DGUOK",-0.852558253373345,3.55298474261914e-14,1.07424602317254e-12
"FAM133B",-2.34526415445073,3.55996549390295e-14,1.07424602317254e-12
"TMEM131",1.55713419909583,3.68549601128293e-14,1.10937979934692e-12
"COX6B1",-1.29873237673331,3.83507208731617e-14,1.15156068513476e-12
"HIST2H2BE",-1.69148826497867,3.94562564012336e-14,1.17944020862562e-12
"LACC1",1.14796408403813,3.94726933901447e-14,1.17944020862562e-12
"BPHL",-0.938503956047985,4.21844925151979e-14,1.25482105026022e-12
"SCN5A",3.03949102286744,4.22013477652933e-14,1.25482105026022e-12
"PLCB3",-0.85411548887084,4.51034426152037e-14,1.3378493161118e-12
"ZNF766",-2.76128449160815,4.5848257749353e-14,1.35664104422904e-12
"ZNF391",1.10775542007708,4.7508788776491e-14,1.40237201930799e-12
"KRT222",-1.04982642569567,4.79269608256501e-14,1.41129850102778e-12
"HCN2",1.92296732745948,4.89844012129955e-14,1.43896104864489e-12
"POLH",0.831454034537613,5.06020052662748e-14,1.48290636106047e-12
"AASDH",-1.2043805170375,5.45588823247889e-14,1.59502957894844e-12
"CDC42EP3",0.927830412340595,5.56506082912485e-14,1.62305398487706e-12
"ELL",5.57870568724019,5.68638557678939e-14,1.65448034765249e-12
"PRPF31",1.6299915902156,5.85749936321146e-14,1.7002089223074e-12
"TAOK2",0.773513129892815,5.87618079590418e-14,1.70158004947429e-12
"TSPYL2",2.98206198728592,6.04671668496991e-14,1.74681334375517e-12
"ABTB1",1.41298616314108,6.30713267893046e-14,1.81773651273856e-12
"POLD2",1.05419090402606,6.50167538411805e-14,1.86938501433451e-12
"AARS2",-1.51858036286954,6.58427058200568e-14,1.88867865094662e-12
"COG6",-1.39666873186929,6.62658903513608e-14,1.89570046047032e-12
"RRP8",0.794512951921337,6.63984986154398e-14,1.89570046047032e-12
"SAYSD1",-0.953134817935024,6.65672876736287e-14,1.89607898137665e-12
"NDUFAB1",-1.51233391565498,6.70063641364566e-14,1.90413656220872e-12
"ZBTB42",-1.59840447152327,6.82707347052356e-14,1.93555471346867e-12
"METTL8",1.56909083106631,6.91230268924809e-14,1.95517127806551e-12
"SIPA1L2",1.20292927284607,7.04562700961819e-14,1.98826941838554e-12
"TMEM17",0.833372869914955,7.07577001548984e-14,1.99216425540038e-12
"FUCA1",-1.07349028700312,7.21137722643715e-14,2.02566589326026e-12
"SLC46A1",1.05186766455753,7.26078003269744e-14,2.02989142103675e-12
"PHETA1",0.88092937364801,7.2712974367363e-14,2.02989142103675e-12
"HPSE",-1.13393205180419,7.27637233199131e-14,2.02989142103675e-12
"ARHGEF10L",-0.914771226392491,7.36130746570079e-14,2.04889724462005e-12
"SLC38A5",1.05807618436217,7.48645877017882e-14,2.07898448444761e-12
"TMC8",-1.33188455310542,7.53681520999509e-14,2.08821168693296e-12
"CMPK1",2.55065459042232,7.61716807224745e-14,2.10568925099249e-12
"ILK",1.02065471490077,7.73343350391989e-14,2.13299293769881e-12
"PPIG",1.29937579642262,7.98410165694133e-14,2.19715989390004e-12
"ST7",1.2124761512457,8.17433620122361e-14,2.24444442858372e-12
"CASP3",-2.20686606080059,8.23411726493977e-14,2.25577805790743e-12
"RBMXL1",4.27326993929123,8.3329932462212e-14,2.27774710010499e-12
"TBL1X",1.88360222379231,8.60248536931166e-14,2.34614986884292e-12
"L3HYPDH",-1.9303212899678,8.72928570557795e-14,2.37541790260493e-12
"FZR1",4.53396676173583,8.85663132065728e-14,2.40470361759761e-12
"PLAT",5.30013416218459,9.00534527201295e-14,2.43964809358022e-12
"NAA10",-1.76364897468666,9.31952167555778e-14,2.51916383030432e-12
"WDR27",-0.84650211095095,9.40267391002822e-14,2.53601764683969e-12
"UCKL1",-0.956681783760494,9.48302873188709e-14,2.55204422230542e-12
"CNOT10",1.02062798242657,9.67957254735273e-14,2.59919975605236e-12
"TMEM64",5.22909573005964,9.99685392155174e-14,2.67849771775027e-12
"MBTPS2",1.20992246160032,1.02968648090426e-13,2.75283067734733e-12
"ZNF205",-6.06710250073712,1.03365314517176e-13,2.75738851045709e-12
"MT1F",0.842877517294706,1.04681046915455e-13,2.78639005010111e-12
"BRI3",-1.10175631268745,1.05092125924392e-13,2.79123770619665e-12
"SON",1.22182366280849,1.05654840747316e-13,2.80008296424028e-12
"CCDC136",1.79253840828089,1.09320769429635e-13,2.89095336250906e-12
"HOXA10",1.7595096586484,1.10657582196885e-13,2.91997096225589e-12
"PMEPA1",0.898005871703005,1.11430703905088e-13,2.93402097474499e-12
"SPIRE2",-2.610483095633,1.16028989823937e-13,3.0485116701371e-12
"PTAR1",0.854225199510432,1.17682925791921e-13,3.08531730823509e-12
"NUTF2",1.00804037473605,1.25286669697004e-13,3.27761757569995e-12
"RFK",-1.23512170433388,1.2792381168783e-13,3.33944151667308e-12
"CS",0.792613625659532,1.29053133559387e-13,3.36172382739848e-12
"UTRN",7.25835966659809,1.29565990821739e-13,3.36788698104012e-12
"CYB5D1",0.942778896360205,1.30297182614232e-13,3.3776319275181e-12
"SLC30A9",-2.10183907260909,1.30495007617179e-13,3.3776319275181e-12
"ANO1",0.881484102112246,1.3219162361897e-13,3.4142967871586e-12
"ACTR10",3.55386813774877,1.34777226636082e-13,3.47371917530757e-12
"GAPVD1",1.22353462288035,1.45433865004993e-13,3.73356681417586e-12
"IGF2BP3",0.840124223892779,1.45471596811872e-13,3.73356681417586e-12
"RAB3GAP1",1.67415642274893,1.50250635948439e-13,3.84812080430129e-12
"CENPK",0.745568505366683,1.51153894757425e-13,3.86313863938736e-12
"KDM4D",0.763774844950263,1.51503015376714e-13,3.86396079593625e-12
"BRI3BP",0.784982662989413,1.52586131401599e-13,3.87131676997521e-12
"ZFP90",0.743831402175891,1.52696008232779e-13,3.87131676997521e-12
"TNFAIP8",-1.63966539942319,1.52744103548362e-13,3.87131676997521e-12
"MYC",-0.983459450748121,1.53603872368048e-13,3.88503072207234e-12
"UBA1",-0.969035341315389,1.55958113765323e-13,3.93640862300838e-12
"SNAPC3",-1.69885109356909,1.56342849735821e-13,3.93796628332519e-12
"ORAI1",-1.85821164480415,1.57117831273914e-13,3.94932676507274e-12
"EXOC1",3.35895215833627,1.60170135085389e-13,4.01776567248144e-12
"LRIG2",1.10809264995347,1.61136645771885e-13,4.03024960651564e-12
"SUSD4",0.991523666193357,1.6132899745547e-13,4.03024960651564e-12
"ANTXR1",-1.00316951045537,1.6391320913543e-13,4.0864333999387e-12
"NME3",-1.34825602755784,1.65704433078527e-13,4.12265866053128e-12
"LOC100129940",0.70747461058764,1.67745986571252e-13,4.16495177655833e-12
"HEATR6",0.917177706055809,1.69284662281899e-13,4.19461243471266e-12
"HOXC5",0.853506686816718,1.70343882356244e-13,4.21229669331637e-12
"HAPLN3",1.10018552123646,1.76042258216607e-13,4.344395080807e-12
"SLC3A2",-1.00996114302155,1.80555837628334e-13,4.44678023540811e-12
"PRSS3",0.738638290446231,1.83315654710127e-13,4.50564747292571e-12
"OSGIN1",1.08115727292275,1.83914457371352e-13,4.51126991914317e-12
"RXRB",-1.00910351390403,1.91504591443684e-13,4.6880170166465e-12
"TRAF7",-1.16005947176977,1.98110119778432e-13,4.8318483996009e-12
"STAMBPL1",-0.751530012942175,1.98172766778808e-13,4.8318483996009e-12
"KLHDC2",-0.960855225074847,2.01285692266749e-13,4.89795184515756e-12
"ZNF710",2.84865663965853,2.04080810215361e-13,4.95607401859654e-12
"TRIP13",-1.48079003564157,2.05799774355919e-13,4.9878828015368e-12
"ULK4",-0.870818798921703,2.07001956938358e-13,5.0070651925308e-12
"TMEM186",-0.862180454661822,2.09889216102739e-13,5.06685036338314e-12
"SPATA2",0.733906042954327,2.10693979107786e-13,5.07622588795062e-12
"PAK1",0.756906880167572,2.13390280555537e-13,5.13104716026145e-12
"UBE2V1",1.2487466890763,2.15579508199062e-13,5.17348382766686e-12
"DDX59",0.978036345607558,2.16309821386344e-13,5.18081145878374e-12
"IQCC",-1.30255483416594,2.17827423742171e-13,5.19837152497781e-12
"NCOA1",-2.05210233392162,2.18264250983466e-13,5.19837152497781e-12
"ETV3",0.742386029469959,2.18322223016048e-13,5.19837152497781e-12
"PTK2",2.93239251620791,2.21406965417686e-13,5.25644465379696e-12
"ZSCAN5A",-1.35667951094421,2.21623538024086e-13,5.25644465379696e-12
"NFKB2",-0.975935919624273,2.26405630482459e-13,5.3569234427694e-12
"GLIPR2",-1.09746551575711,2.26738782418916e-13,5.3569234427694e-12
"ALKBH7",-2.42413099764358,2.29733909127835e-13,5.41718778757724e-12
"AP3M2",0.871568779078122,2.30428359282266e-13,5.42307360619712e-12
"CENPS",-0.798902065813948,2.36303746557309e-13,5.54890394304143e-12
"ARHGEF28",3.06375929777507,2.36824542625441e-13,5.54890394304143e-12
"RNF207",-1.13851680000425,2.37140427719185e-13,5.54890394304143e-12
"ISYNA1",1.32442576715721,2.39347670913408e-13,5.5898227128455e-12
"SUMF1",0.791475792422204,2.40363404682915e-13,5.60281121699696e-12
"ACVRL1",2.32182934765296,2.52222780262613e-13,5.86803037057542e-12
"TMEM65",0.873612424456683,2.60721733888994e-13,6.04889143612264e-12
"DHX35",1.36747506774848,2.60988999704742e-13,6.04889143612264e-12
"TUBA1C",0.80301668896185,2.67256322992636e-13,6.18239437116363e-12
"IRF2BPL",3.46657500393359,2.74618282337022e-13,6.34066568176257e-12
"THSD4",-1.1853598330302,2.76208874941545e-13,6.36533533915382e-12
"PUS1",1.12203026412575,2.81639241367185e-13,6.47823394624028e-12
"TFPI",1.04803910474292,2.92570568314911e-13,6.71700150344082e-12
"SOCS5",0.734923096475747,2.95043143455719e-13,6.76103564261029e-12
"KDM6B",1.13047037895752,2.95828333043669e-13,6.76630995897819e-12
"MSL2",-1.87235869685223,2.99125327479053e-13,6.82890799119314e-12
"ZSCAN29",-1.3900313461597,3.16716002361032e-13,7.20537936807046e-12
"MTRNR2L8",0.678302854256565,3.17007551377537e-13,7.20537936807046e-12
"SLC39A1",-0.745526740049625,3.17527678625251e-13,7.20537936807046e-12
"TSC1",0.985085290215347,3.1812832321832e-13,7.20537936807046e-12
"MRPL46",1.24956736549788,3.18571034319578e-13,7.20537936807046e-12
"HTR1D",4.92115507435573,3.29179646323951e-13,7.43153531173202e-12
"ZC4H2",-0.899483035774665,3.4686700099976e-13,7.81636896337907e-12
"TGS1",-1.22480347424868,3.48884528035033e-13,7.84732708722342e-12
"PARP16",0.990225445038974,3.51957096789272e-13,7.90185813436098e-12
"PAF1",-2.89517935729101,3.59071116743533e-13,8.04675732393457e-12
"EAF2",-1.71162084611285,3.62965874622702e-13,8.11911372023002e-12
"NAXE",0.911805189126835,3.72454983289832e-13,8.31611483752078e-12
"DEF8",0.801739721421298,3.87986850144597e-13,8.64707073146761e-12
"AP5Z1",0.860716897690708,3.8953821076904e-13,8.65785330937974e-12
"POMZP3",-1.69612035684835,3.89891023447582e-13,8.65785330937974e-12
"ALG10",0.676315066801379,3.9183270371095e-13,8.68514998352762e-12
"DMBX1",-1.46491097221002,3.96631558174809e-13,8.77556320455372e-12
"FAM92A",-0.909436806063857,3.98783351657149e-13,8.80718811603679e-12
"SLC25A48",1.05889396855665,4.00507359305995e-13,8.82926802404951e-12
"MRPL32",-1.2879704187808,4.09444544007785e-13,9.00999717689334e-12
"TRIB1",1.23712186878378,4.11521145220785e-13,9.03937708357944e-12
"MPV17L2",-0.859745601060762,4.14549859273744e-13,9.08952757986729e-12
"TRPM2",1.8367066546249,4.16121960058445e-13,9.10761726224867e-12
"CYB5R3",-1.22973930623308,4.16957811983354e-13,9.10955678474744e-12
"CDH3",-0.940772116473482,4.18236569990888e-13,9.12114852371899e-12
"DERL2",0.837194022411701,4.26780774576846e-13,9.29086504083274e-12
"PVRIG",0.832110356038279,4.44336923850402e-13,9.65581361615018e-12
"EXOC7",-1.50369565313295,4.5861453323107e-13,9.93292786522042e-12
"UBQLN4",-0.896592750304789,4.58718594710778e-13,9.93292786522042e-12
"CNTRL",-2.30682154920011,4.72767576116232e-13,1.0218988511406e-11
"ZNF92",-1.04339823204321,4.86779874305439e-13,1.0503245040102e-11
"FUBP3",1.08316723702194,5.06768102932353e-13,1.09152119131596e-11
"CYP26A1",-1.06248567205335,5.09807379674535e-13,1.0961308228593e-11
"ALDH5A1",-0.928801840217143,5.10883680842834e-13,1.09651108330193e-11
"NUDT4",0.832491885601214,5.33166779955003e-13,1.14232622397741e-11
"ECHDC2",1.79236635256407,5.36287445083846e-13,1.14699653386266e-11
"RPA3",2.18961244171074,5.4275854117327e-13,1.15880374351022e-11
"CBWD2",0.691254821518535,5.55525640935748e-13,1.18398830221114e-11
"TUBB2A",-1.31656129614067,5.99227964988513e-13,1.27490194086823e-11
"C2CD2L",-2.2210470912202,6.01776483207323e-13,1.27809357260984e-11
"PGBD2",0.782388213657431,6.03084049480806e-13,1.27864306908183e-11
"ADM5",0.831922095514987,6.09378801662703e-13,1.28974600192188e-11
"PRKCG",-1.22027225484291,6.1835607983923e-13,1.30647815759446e-11
"RSBN1L",1.55348615676488,6.28526074816022e-13,1.32566805849172e-11
"EIF3B",-1.31935978575493,6.40948608197294e-13,1.34953445294183e-11
"CDC42EP1",0.995950245082165,6.5711930675988e-13,1.38119680494995e-11
"TSPAN4",0.624936538915098,7.09586887880765e-13,1.48891114460489e-11
"ELOVL6",-1.13332923571838,7.19543230545196e-13,1.50720816556297e-11
"CBFA2T2",1.29410768988915,7.24100910034947e-13,1.51415337808508e-11
"FNTA",1.13633124364123,7.26320403950793e-13,1.51619384324728e-11
"CDK10",-0.767369955465612,7.3294298980269e-13,1.52740307498882e-11
"HAUS6",1.69683078029877,7.40214658733426e-13,1.53992438645379e-11
"SDHAF1",0.947836725287931,7.50790622869154e-13,1.55926549972706e-11
"HEMK1",-1.80092567620532,7.83286511921625e-13,1.62398739231914e-11
"ZNF462",10.6133095273888,7.86590348273576e-13,1.62806841015334e-11
"SMURF2",0.74913491591802,8.14936267803105e-13,1.68387932894706e-11
"ATF2",-1.2784247394234,8.2561423326599e-13,1.70305636510079e-11
"STRIP2",2.30786441936239,8.52891389459219e-13,1.75635117042185e-11
"CHMP7",1.60512547438648,8.55955107738904e-13,1.75968781086762e-11
"ZNF148",1.00576425624798,8.7143966866024e-13,1.78850521896246e-11
"KHDRBS3",-0.927353981118827,8.80751340382357e-13,1.804578082454e-11
"IFT80",-0.960392659687928,8.85535728297442e-13,1.81133658786478e-11
"CSPG4",-1.01268866095122,9.01081784624512e-13,1.84004824729605e-11
"MED14",0.763266773319986,9.2076189095609e-13,1.87709167435547e-11
"ZZZ3",-0.763578852115722,9.25160405522881e-13,1.88290993384465e-11
"AGAP3",1.55144055261419,9.46734482716667e-13,1.92248332121551e-11
"FBXL20",0.885457248962158,9.4775857275902e-13,1.92248332121551e-11
"RELT",0.787318628560342,9.58864031744401e-13,1.94177930415216e-11
"ALKBH6",-0.903345827271225,9.80081979678231e-13,1.9814559559299e-11
"C8orf59",1.02202120990333,1.02500442274196e-12,2.06884584729258e-11
"ADAMTS17",-1.45244987868529,1.09450269200754e-12,2.20546815177916e-11
"HEYL",0.791620652594397,1.10132141044838e-12,2.21554609154723e-11
"STAG3",-0.713495481298514,1.10671207605263e-12,2.22272272144278e-11
"SEC14L4",1.38987743496616,1.10986636770097e-12,2.22439714143165e-11
"SMAD3",0.805567777166435,1.11119502840774e-12,2.22439714143165e-11
"SMAP2",-0.83465575127489,1.12738497089577e-12,2.25310658691645e-11
"GABRQ",-0.717392346686246,1.13833290858256e-12,2.27126292774632e-11
"UCHL3",0.597900088038986,1.15724087775367e-12,2.30521626481945e-11
"DLL1",-0.896828796486195,1.20359529669967e-12,2.39063866737667e-11
"KIF26B",0.687966587685386,1.20404572370542e-12,2.39063866737667e-11
"COX20",-1.23678984624928,1.21777218290172e-12,2.41396108646421e-11
"PRIM2",-1.05077163059249,1.22264835199329e-12,2.41658230475083e-11
"FBXO33",1.22444638297702,1.22305904522292e-12,2.41658230475083e-11
"ATP5PD",0.753440221513468,1.24391082607867e-12,2.45380532050567e-11
"RASGRP2",-0.812598222298978,1.25814503425136e-12,2.47787497779619e-11
"DNAH1",0.817282117446694,1.27029765407543e-12,2.49777398400542e-11
"CCDC77",-1.3708997266903,1.30307817673289e-12,2.55810403422716e-11
"RSPRY1",-1.53327807464115,1.31027294403191e-12,2.56809283933972e-11
"FBRSL1",1.11286547154616,1.31278352555052e-12,2.56888346067198e-11
"MRPL10",1.81871148045861,1.32279192001666e-12,2.58222715004164e-11
"CCDC186",0.641312579412743,1.32383887193505e-12,2.58222715004164e-11
"FBXW8",-0.953442112578008,1.33645516400298e-12,2.60267170996171e-11
"PTPN21",0.759062950846291,1.36171103788044e-12,2.64762667668268e-11
"TCEANC2",1.09403665741219,1.39266712207614e-12,2.70350396261627e-11
"RPP14",0.855728276215943,1.40620434184827e-12,2.72544310516251e-11
"SOGA1",2.18767092422588,1.4121479160594e-12,2.73261829280637e-11
"ARMC6",0.824372572087477,1.42116765852681e-12,2.73957468992563e-11
"PLXNA3",1.12992693763418,1.42202979438793e-12,2.73957468992563e-11
"COX8A",-1.01034652718468,1.42248443829294e-12,2.73957468992563e-11
"MED11",0.888189632427506,1.4410053007276e-12,2.77086681721926e-11
"NUP188",-0.709360616139022,1.45066510954352e-12,2.78504855912521e-11
"EPHB6",0.895042974693056,1.45378041366032e-12,2.78664104134167e-11
"MAP3K1",-1.2543158061596,1.46058030228789e-12,2.79528013582287e-11
"NDUFA9",-0.974640610385051,1.49198497266495e-12,2.85090733569881e-11
"ARHGAP22",-4.06537233474573,1.4978215765926e-12,2.85758103916124e-11
"THEM6",1.23103229443469,1.55293522984971e-12,2.95809896673402e-11
"PRR5",1.57073532001015,1.55764697145041e-12,2.9624452775276e-11
"ANKRD6",-1.0472978138171,1.60358866068063e-12,3.04506999413669e-11
"NAA38",2.13666466630785,1.60993594471623e-12,3.05236844510662e-11
"WNK4",0.985003985452997,1.61747251525399e-12,3.06189556420208e-11
"FAM114A1",0.795698429247866,1.62809409399312e-12,3.07722404649149e-11
"RUFY1",-0.895383045454573,1.65085681011688e-12,3.11541724026855e-11
"WRNIP1",-1.1861502487788,1.66392501613282e-12,3.1336299725821e-11
"MSANTD3-TMEFF1",2.15664014065172,1.6656486114619e-12,3.1336299725821e-11
"PRR12",2.96863436081329,1.70319976499922e-12,3.19933872651856e-11
"RCN2",-0.682319600956091,1.70782672724705e-12,3.2030947125952e-11
"RNF43",0.925116561578544,1.71654632644471e-12,3.21450326661867e-11
"DAXX",-1.38927428233128,1.73258704684811e-12,3.23956574971248e-11
"PSMA2",-0.7101803600094,1.78719520272934e-12,3.33655386163452e-11
"LRIF1",-2.06351561395095,1.82025575154186e-12,3.39307918456373e-11
"SLC25A24",1.26165270349807,1.83565525302636e-12,3.41656079231211e-11
